Iteration,     Velocity residue      Pressure residue
   1245        0.0146937             1774941306.7647212
   1246        0.0146934             3985646650.1722784
   1247        0.0146941             2500328998.9140763
   1248        0.0146958             6578974067.9003744
   1249        0.0146985             7229963022.5985136
   1250        0.0147023             2444529943.8256640
   1251        0.0147071             3390456750.5625515
   1252        0.0147130             2734153600.3321829
   1253        0.0147199             632389267.3353348
   1254        0.0147279             3953761474.9789004
   1255        0.0147370             2016737203.4811728
   1256        0.0147470             3565825201.1261315
   1257        0.0147581             3475483879.0782270
   1258        0.0147702             3201802809.1683974
   1259        0.0147833             223196211.3536476
   1260        0.0147974             4809346955.6678829
   1261        0.0148124             3350600284.0708284
   1262        0.0148283             3058319527.7981949
   1263        0.0148451             1660686104.8217828
   1264        0.0148627             3456884194.7154231
   1265        0.0148811             138169082.8379723
   1266        0.0149003             1437489890.4681351
   1267        0.0149202             6834055455.4474010
   1268        0.0149408             1400290521.7425272
   1269        0.0149621             1169123018.0905352
   1270        0.0149839             2534871267.8735690
   1271        0.0150064             3618967156.4484286
   1272        0.0150294             2874979783.9362702
   1273        0.0150528             100969716.1123644
   1274        0.0150768             451706619.2395249
   1275        0.0151011             1796198090.8936400
   1276        0.0151258             239138797.9503367
   1277        0.0151509             584561507.5452676
   1278        0.0151763             3082233409.6932287
   1279        0.0152020             557990531.8841190
   1280        0.0152280             1833397457.6192479
   1281        0.0152542             685531222.6576319
   1282        0.0152806             6052868710.2096338
   1283        0.0153073             185996842.6280397
   1284        0.0153341             2954692716.9197154
   1285        0.0153610             3018463063.3064723
   1286        0.0153882             2316989253.0521512
   1287        0.0154154             1695228373.7812757
   1288        0.0154428             1801512286.4258699
   1289        0.0154703             4889059888.6513281
   1290        0.0154979             749301569.0443883
   1291        0.0155256             4548951374.5886278
   1292        0.0155534             3533940027.9327536
   1293        0.0155813             2301046666.4554620
   1294        0.0156093             823700308.4956043
   1295        0.0156374             1838711655.1514778
   1296        0.0156655             265709775.6114852
   1297        0.0156937             1041582323.3170220
   1298        0.0157219             2550813856.4702582
   1299        0.0157502             494220185.4973626
   1300        0.0157786             69084540.9189862
   1301        0.0158069             2843094608.7428923
   1302        0.0158353             1259464340.1384399
   1303        0.0158637             1004382954.5914142
   1304        0.0158922             2210705340.4075570
   1305        0.0159206             2736810698.0982981
   1306        0.0159489             1679285789.1845868
   1307        0.0159773             632389267.3353348
   1308        0.0160056             1519859921.2176952
   1309        0.0160338             249767189.0147961
   1310        0.0160620             3241659273.6601200
   1311        0.0160900             350736904.1271605
   1312        0.0161179             356051101.6593902
   1313        0.0161457             3592396178.7872801
   1314        0.0161733             850271286.1567527
   1315        0.0162008             547362140.8196596
   1316        0.0162280             361365297.1916199
   1317        0.0162551             1562373487.4755332
   1318        0.0162819             2917493348.1941080
   1319        0.0163084             148797475.9024318
   1320        0.0163348             297594950.8048635
   1321        0.0163608             674902831.5931726
   1322        0.0163865             3268230253.3212686
   1323        0.0164120             223196213.3536476
   1324        0.0164371             2572070638.5991769
   1325        0.0164619             1477346356.9598577
   1326        0.0164863             3767764633.3508606
   1327        0.0165105             185996844.6280397
   1328        0.0165342             1976880736.9894502
   1329        0.0165576             2673040353.7115412
   1330        0.0165806             223196211.3536476
   1331        0.0166033             1796198090.8936400
   1332        0.0166256             1859968437.2803967
   1333        0.0166475             2673040351.7115412
   1334        0.0166690             1689914180.2490461
   1335        0.0166901             876842263.8179013
   1336        0.0167109             4867803106.5224094
   1337        0.0167313             701473811.2543211
   1338        0.0167513             1015011347.6558734
   1339        0.0167710             1812140675.4903290
   1340        0.0167903             2534871269.8735690
   1341        0.0168092             6371720444.1434164
   1342        0.0168278             1185065602.6872241
   1343        0.0168460             5409851052.8098392
   1344        0.0168638             579247314.0130378
   1345        0.0168814             1110666865.2360084
   1346        0.0168985             4333726457.5333242
   1347        0.0169154             648331855.9320240
   1348        0.0169319             4923602161.6108217
   1349        0.0169480             1100038474.1715488
   1350        0.0169638             512819867.8601664
   1351        0.0169794             4038788605.4945755
   1352        0.0169945             605818289.6741862
   1353        0.0170094             797129330.8344557
   1354        0.0170240             1793540991.1275251
   1355        0.0170382             321508830.6998971
   1356        0.0170521             2234619222.3025904
   1357        0.0170657             515476965.6262814
   1358        0.0170789             2681011647.0098863
   1359        0.0170918             236481702.1842219
   1360        0.0171044             2758067480.2272172
   1361        0.0171167             2479072214.7851572
   1362        0.0171286             4362954530.9605865
   1363        0.0171401             23913878.8950337
   1364        0.0171513             3313400915.3452210
   1365        0.0171622             3669452016.0046115
   1366        0.0171726             1379033739.6136086
   1367        0.0171826             2540185463.4057989
   1368        0.0171923             3730565264.6252522
   1369        0.0172015             1294006613.0979331
   1370        0.0172103             5106941907.4727468
   1371        0.0172187             1910453292.8365788
   1372        0.0172266             1429518597.1697907
   1373        0.0172340             7894237464.1272259
   1374        0.0172410             1145209136.1955013
   1375        0.0172475             4028160214.4301157
   1376        0.0172535             2920150443.9602227
   1377        0.0172590             767901255.4071923
   1378        0.0172639             4841232130.8612614
   1379        0.0172684             2293075371.1571174
   1380        0.0172722             199282331.4586139
   1381        0.0172756             2043308183.1423213
   1382        0.0172784             3900619519.6566038
   1383        0.0172806             77055834.2173307
   1384        0.0172822             3759793340.0525160
   1385        0.0172833             3130061169.4832959
   1386        0.0172837             1844025850.6837072
   1387        0.0172836             1480003454.7259727
   1388        0.0172829             951240999.2691171
   1389        0.0172816             3924533401.5516367
   1390        0.0172797             951241001.2691171
   1391        0.0172772             3095518898.5238032
   1392        0.0172741             1907796197.0704641
   1393        0.0172704             45170663.0239525
   1394        0.0172662             5741988271.5741959
   1395        0.0172613             2518928681.2768798
   1396        0.0172559             1216950775.8806024
   1397        0.0172500             1971566543.4572203
   1398        0.0172434             3371857066.1997476
   1399        0.0172364             9791405267.1332321
   1400        0.0172288             3719936873.5607934
   1401        0.0172207             3706651382.7302194
   1402        0.0172121             441078228.1750655
   1403        0.0172030             148797473.9024318
   1404        0.0171934             4368268726.4928169
   1405        0.0171834             1793540993.1275251
   1406        0.0171729             2611927105.0908999
   1407        0.0171620             3018463063.3064723
   1408        0.0171507             728044788.9154696
   1409        0.0171391             154111669.4346614
   1410        0.0171271             807757721.8989152
   1411        0.0171147             2651783569.5826225
   1412        0.0171020             3882019835.2937989
   1413        0.0170891             7317647246.8803034
   1414        0.0170758             839642893.0922934
   1415        0.0170623             1626143833.8622897
   1416        0.0170486             908727435.0112795
   1417        0.0170347             4559579765.6530876
   1418        0.0170205             4110530243.1796765
   1419        0.0170062             9127130825.6045189
   1420        0.0169918             1976880738.9894502
   1421        0.0169772             4230099644.6548452
   1422        0.0169625             8385800550.8584738
   1423        0.0169477             7588671219.0240192
   1424        0.0169328             2059250769.7390106
   1425        0.0169179             621760878.2708755
   1426        0.0169029             3345286088.5385990
   1427        0.0168879             8826878778.0335388
   1428        0.0168728             5064428341.2149086
   1429        0.0168578             5670246633.8890953
   1430        0.0168428             1291349513.3318181
   1431        0.0168278             1304635002.1623924
   1432        0.0168129             1618172540.5639451
   1433        0.0167980             2067222061.0373549
   1434        0.0167831             3669452016.0046115
   1435        0.0167684             2819180730.8478580
   1436        0.0167537             2957349812.6858306
   1437        0.0167390             1.0000000
   1438        0.0167245             4073330876.4540687
   1439        0.0167101             2075193356.3356996
   1440        0.0166958             4713691436.0877485
   1441        0.0166816             4305826930.9891186
   1442        0.0166675             4834589384.4459743
   1443        0.0166536             1599572856.2011411
   1444        0.0166397             3834192077.5037322
   1445        0.0166260             1404276168.3916993
   1446        0.0166125             2273147137.9112563
   1447        0.0165990             5206583073.7020531
   1448        0.0165858             5614447578.8006830
   1449        0.0165726             11743043578.3445892
   1450        0.0165596             12870981580.0603447
   1451        0.0165468             3345286086.5385990
   1452        0.0165341             6812798673.3184814
   1453        0.0165216             8136033358.8436775
   1454        0.0165092             34542271.9594931
   1455        0.0164969             8923862848.4967308
   1456        0.0164849             1683271433.8337591
   1457        0.0164729             587218605.3113824
   1458        0.0164612             1175765762.5058222
   1459        0.0164496             7305690306.9327869
   1460        0.0164381             2370131208.3744483
   1461        0.0164268             9121816632.0722866
   1462        0.0164156             10027886968.3174515
   1463        0.0164046             1384347935.1458380
   1464        0.0163937             2603955809.7925553
   1465        0.0163830             1053539265.2645389
   1466        0.0163724             10918014721.9659290
   1467        0.0163619             391921919.5019407
   1468        0.0163515             4873117302.0546389
   1469        0.0163413             2140292251.6055136
   1470        0.0163311             5954556092.8633842
   1471        0.0163210             7838438409.0388136
   1472        0.0163110             1792212442.2444680
   1473        0.0163011             710773653.4357231
   1474        0.0162912             5443064772.8862753
   1475        0.0162814             4450638757.2423773
   1476        0.0162717             12441860288.8327942
   1477        0.0162619             1441475537.1173074
   1478        0.0162522             3268230253.3212686
   1479        0.0162425             6293336058.0430279
   1480        0.0162327             1935695723.6146700
   1481        0.0162230             8606339665.4460049
   1482        0.0162132             7077179901.0469103
   1483        0.0162033             3185860220.5717082
   1484        0.0161933             4443996012.8270903
   1485        0.0161833             5841629437.8035030
   1486        0.0161732             4995343801.2959223
   1487        0.0161629             4466581345.8390665
   1488        0.0161526             1048225069.7323092
   1489        0.0161421             2360831364.1930461
   1490        0.0161314             1291349515.3318181
   1491        0.0161205             10692161409.8461647
   1492        0.0161095             11887855406.5978508
   1493        0.0160983             2092464489.8154464
   1494        0.0160869             2010094461.0658855
   1495        0.0160752             9507095808.1589413
   1496        0.0160633             1735084840.2729986
   1497        0.0160512             14307142922.6454220
   1498        0.0160388             5593190796.6717644
   1499        0.0160262             2068550609.9204125
   1500        0.0160134             2917493348.1941080
   1501        0.0160002             13260246400.7961693
   1502        0.0159868             167397160.2652357
   1503        0.0159731             3547225516.7633276
   1504        0.0159592             2060579318.6220682
   1505        0.0159450             11729758087.5140152
   1506        0.0159305             321508828.6998971
   1507        0.0159157             1287363868.6826460
   1508        0.0159006             7570071534.6612139
   1509        0.0158853             3444927254.7679067
   1510        0.0158697             464992108.0700992
   1511        0.0158538             1243521753.5417509
   1512        0.0158377             2611927103.0908999
   1513        0.0158212             5452364617.0676765
   1514        0.0158046             6888525959.6527548
   1515        0.0157877             106283911.6445941
   1516        0.0157705             7384074691.0331755
   1517        0.0157531             5962527386.1617279
   1518        0.0157355             6764970913.5284138
   1519        0.0157177             8656824521.0021877
   1520        0.0156996             1774941308.7647212
   1521        0.0156814             142154729.4871446
   1522        0.0156630             12225306820.8944359
   1523        0.0156444             2779324264.3561354
   1524        0.0156256             1280721124.2673588
   1525        0.0156067             2799252495.6019974
   1526        0.0155876             880827910.4670734
   1527        0.0155685             10114242645.7161865
   1528        0.0155492             1442804086.0003648
   1529        0.0155298             10007958737.0715904
   1530        0.0155103             2158891933.9683170
   1531        0.0154907             5303567140.1652451
   1532        0.0154711             1926395881.4332681
   1533        0.0154515             736016082.2138141
   1534        0.0154318             6098039372.2335863
   1535        0.0154121             3826220782.2053876
   1536        0.0153924             5373980230.9672890
   1537        0.0153727             5779187642.2998037
   1538        0.0153531             2461801079.3054109
   1539        0.0153335             3767764633.3508606
   1540        0.0153139             1517202825.4515805
   1541        0.0152945             15504165466.2801628
   1542        0.0152751             11048212510.5055561
   1543        0.0152559             4752219355.6964130
   1544        0.0152367             5858900573.2832499
   1545        0.0152178             14770806482.8324642
   1546        0.0151990             7931436832.8528337
   1547        0.0151803             801114975.4836279
   1548        0.0151619             1025639736.7203329
   1549        0.0151437             4129129927.5424809
   1550        0.0151256             4704391595.9063463
   1551        0.0151079             786500937.7699963
   1552        0.0150904             10054457947.9785995
   1553        0.0150731             1100038476.1715488
   1554        0.0150562             4732291120.4505520
   1555        0.0150396             2708911171.5540919
   1556        0.0150232             2710239722.4371495
   1557        0.0150072             835657246.4431211
   1558        0.0149915             2576056285.2483492
   1559        0.0149762             2153577738.4360876
   1560        0.0149613             1203665287.0500281
   1561        0.0149467             3127404069.7171812
   1562        0.0149324             983126172.4624954
   1563        0.0149186             597846996.3758419
   1564        0.0149051             261724130.9623130
   1565        0.0148921             6567017129.9528580
   1566        0.0148794             62441798.5036990
   1567        0.0148671             2075857628.7772284
   1568        0.0148553             705459455.9034933
   1569        0.0148438             2065229237.7127693
   1570        0.0148327             8242981543.9298010
   1571        0.0148220             3794999885.4535379
   1572        0.0148116             6185059326.0738468
   1573        0.0148017             1885875140.5000167
   1574        0.0147921             43177837.6993664
   1575        0.0147828             441742502.6165942
   1576        0.0147739             7439873744.1215868
   1577        0.0147653             2794602574.5112958
   1578        0.0147570             7466444723.7827358
   1579        0.0147490             8445585248.5960579
   1580        0.0147412             3548554067.6463852
   1581        0.0147337             3088876152.1085157
   1582        0.0147265             8237667350.3975706
   1583        0.0147194             1115316788.3267093
   1584        0.0147125             2836451864.3276048
   1585        0.0147058             5550012959.9723978
   1586        0.0146993             7334254107.9185209
   1587        0.0146928             6631451750.7811422
   1588        0.0146864             3794999885.4535379
   1589        0.0146801             2774674341.2654343
   1590        0.0146738             2937421581.4399691
   1591        0.0146676             1018332717.8635172
   1592        0.0146613             6260122335.9665918
   1593        0.0146550             5190640485.1053638
   1594        0.0146485             4255342071.4329357
   1595        0.0146420             2295732468.9232326
   1596        0.0146354             1112659690.5605946
   1597        0.0146286             7091129662.3190117
   1598        0.0146216             2584691850.9882226
   1599        0.0146145             4265970462.4973955
   1600        0.0146071             2413309045.0738144
   1601        0.0145995             1631458027.3945193
   1602        0.0145916             4260656266.9651656
   1603        0.0145835             1998801793.5598977
   1604        0.0145750             2889593821.6499019
   1605        0.0145662             4483188204.8772840
   1606        0.0145572             1169123018.0905352
   1607        0.0145477             593197077.2851408
   1608        0.0145380             9408783190.8126926
   1609        0.0145279             5823694029.8822279
   1610        0.0145174             1388997858.2365391
   1611        0.0145065             4907659575.0141315
   1612        0.0144953             2896900838.5067177
   1613        0.0144836             2435894378.0857906
   1614        0.0144716             1272749828.9690142
   1615        0.0144593             462335012.3039843
   1616        0.0144465             2220669459.0304880
   1617        0.0144333             2963328282.6595893
   1618        0.0144198             848278460.8321667
   1619        0.0144059             1887867961.8246024
   1620        0.0143916             7407988572.9282084
   1621        0.0143770             1952966859.0944164
   1622        0.0143620             370000862.9314932
   1623        0.0143466             526769633.1322694
   1624        0.0143309             3312072366.4621634
   1625        0.0143149             3830206430.8545599
   1626        0.0142986             4036795782.1699901
   1627        0.0142819             1034275304.4602063
   1628        0.0142649             5546691585.7647533
   1629        0.0142476             2615248475.2985435
   1630        0.0142300             622425152.7124041
   1631        0.0142121             937955512.4385430
   1632        0.0141940             3173239006.1826625
   1633        0.0141755             2354188619.7777591
   1634        0.0141569             3701337189.1979895
   1635        0.0141379             673574284.7101151
   1636        0.0141188             923341472.7249111
   1637        0.0140994             3121425601.7434225
   1638        0.0140798             2993220634.5283813
   1639        0.0140600             1960938152.3927610
   1640        0.0140399             5327481020.0602789
   1641        0.0140197             2279789882.3265438
   1642        0.0139993             1845354397.5667648
   1643        0.0139786             6205651831.7612381
   1644        0.0139578             5946584801.5650396
   1645        0.0139369             3617638609.5653715
   1646        0.0139157             1012354247.8897587
   1647        0.0138944             3866077248.6971102
   1648        0.0138729             3164603438.4427891
   1649        0.0138512             3751822044.7541718
   1650        0.0138294             1857311339.5142817
   1651        0.0138075             793143682.1852834
   1652        0.0137854             817057562.0803171
   1653        0.0137631             2087150294.2832165
   1654        0.0137407             1262121439.9045548
   1655        0.0137182             1070810398.7442855
   1656        0.0136956             5299581493.5160723
   1657        0.0136728             128869240.6565703
   1658        0.0136498             951240999.2691171
   1659        0.0136268             447720974.5903525
   1660        0.0136036             3949775830.3297281
   1661        0.0135804             2225319380.1211886
   1662        0.0135570             3163274889.5597315
   1663        0.0135335             5476278494.9627104
   1664        0.0135099             114255204.9429386
   1665        0.0134862             1153180429.4938459
   1666        0.0134624             632389269.3353348
   1667        0.0134385             3131389716.3663535
   1668        0.0134146             3523975911.3098230
   1669        0.0133906             3854784585.1911221
   1670        0.0133665             4835253660.8875027
   1671        0.0133424             277666715.5590021
   1672        0.0133182             1444796911.3249509
   1673        0.0132940             2453829788.0070658
   1674        0.0132697             4681806264.8943691
   1675        0.0132454             550019238.5857744
   1676        0.0132211             3058319529.7981949
   1677        0.0131968             64434621.8282852
   1678        0.0131725             282316638.6497031
   1679        0.0131482             2455158334.8901234
   1680        0.0131238             1119966707.4174101
   1681        0.0130995             1050217893.0568954
   1682        0.0130752             476949050.0176160
   1683        0.0130510             6029619106.7561283
   1684        0.0130267             2625212593.9214740
   1685        0.0130026             1016339894.5389309
   1686        0.0129784             3418356275.1067572
   1687        0.0129543             779858195.3547091
   1688        0.0129303             773879723.3809508
   1689        0.0129063             4590800666.4049358
   1690        0.0128824             229838957.7689347
   1691        0.0128586             709445102.5526656
   1692        0.0128348             3205788455.8175693
   1693        0.0128111             3165931989.3258467
   1694        0.0127876             1649393439.3157947
   1695        0.0127641             1021654092.0711607
   1696        0.0127407             3199145709.4022822
   1697        0.0127174             1066824754.0951133
   1698        0.0126943             2184134362.7464085
   1699        0.0126713             3713294127.1455059
   1700        0.0126484             5005972190.3603821
   1701        0.0126256             103626813.8784792
   1702        0.0126031             605818291.6741862
   1703        0.0125806             4244713682.3684769
   1704        0.0125584             4190243178.1631227
   1705        0.0125363             2832466217.6784325
   1706        0.0125144             1199679642.4008558
   1707        0.0124927             1567687681.0077629
   1708        0.0124712             1526502665.6329827
   1709        0.0124500             365350943.8407922
   1710        0.0124289             769229804.2902497
   1711        0.0124082             1511888629.9193509
   1712        0.0123876             649660404.8150814
   1713        0.0123674             4539651534.4072247
   1714        0.0123475             1024311187.8372754
   1715        0.0123278             160754413.8499486
   1716        0.0123085             6051540163.3265762
   1717        0.0122894             3975018257.1078191
   1718        0.0122707             4219471253.5903854
   1719        0.0122524             1194365444.8686261
   1720        0.0122344             2953364168.0366583
   1721        0.0122167             4110530243.1796765
   1722        0.0121995             2057922218.8559532
   1723        0.0121826             2884279624.1176720
   1724        0.0121661             4320440968.7027502
   1725        0.0121500             6875240470.8221807
   1726        0.0121342             2008765910.1828284
   1727        0.0121189             2318317801.9352088
   1728        0.0121040             494220183.4973626
   1729        0.0120894             1429518597.1697907
   1730        0.0120753             1154508980.3769033
   1731        0.0120615             5728702782.7436218
   1732        0.0120481             2905536406.2465911
   1733        0.0120351             3385142553.0303221
   1734        0.0120224             2097778685.3476758
   1735        0.0120101             102298264.9954218
   1736        0.0119982             1256807244.3723249
   1737        0.0119865             47827758.7900673
   1738        0.0119752             4208842862.5259256
   1739        0.0119642             1230236266.7111764
   1740        0.0119535             2568084989.9500046
   1741        0.0119430             985783270.2286102
   1742        0.0119327             479606147.7837308
   1743        0.0119227             6238865555.8376732
   1744        0.0119129             22585332.0119762
   1745        0.0119032             2407330577.1000562
   1746        0.0118937             3935161790.6160965
   1747        0.0118843             3256273311.3737516
   1748        0.0118750             1937024270.4977274
   1749        0.0118658             1340505824.0049431
   1750        0.0118566             5506835121.2730312
   1751        0.0118475             1028296836.4864478
   1752        0.0118383             4244713680.3684769
   1753        0.0118291             2173505971.6819491
   1754        0.0118199             267038324.4945427
   1755        0.0118106             2882951075.2346148
   1756        0.0118011             182011197.9788674
   1757        0.0117916             1444132636.8834224
   1758        0.0117819             3079576311.9271140
   1759        0.0117720             33213723.0764357
   1760        0.0117619             2750096188.9288716
   1761        0.0117516             2613255653.9739571
   1762        0.0117411             1899824903.7721193
   1763        0.0117303             1788226795.5952957
   1764        0.0117192             2682340195.8929439
   1765        0.0117079             672245735.8270576
   1766        0.0116962             1995480421.3522542
   1767        0.0116843             3043705490.0845633
   1768        0.0116720             3607010218.5009117
   1769        0.0116595             6820769966.6168261
   1770        0.0116466             6201666185.1120663
   1771        0.0116333             7737468695.9264498
   1772        0.0116197             2809880888.6664562
   1773        0.0116058             2851065902.0412364
   1774        0.0115915             6191037794.0476065
   1775        0.0115768             3478140976.8443418
   1776        0.0115618             1982194932.5216801
   1777        0.0115465             356051101.6593902
   1778        0.0115309             3502054854.7393756
   1779        0.0115149             1060182007.6798260
   1780        0.0114987             1288692415.5657034
   1781        0.0114821             1084095887.5748599
   1782        0.0114653             5019257679.1909561
   1783        0.0114482             6209637478.4104090
   1784        0.0114308             1232893362.4772913
   1785        0.0114133             2832466217.6784325
   1786        0.0113955             5439079126.2371025
   1787        0.0113775             1937024272.4977274
   1788        0.0113593             4899688279.7157879
   1789        0.0113411             2662411962.6470819
   1790        0.0113227             1541116705.3466144
   1791        0.0113042             1344491470.6541152
   1792        0.0112857             2489700605.8496165
   1793        0.0112672             3095518896.5238032
   1794        0.0112487             940612610.2046577
   1795        0.0112302             475620501.1345586
   1796        0.0112118             2351531524.0116444
   1797        0.0111936             2739467797.8644128
   1798        0.0111754             385279177.0866536
   1799        0.0111575             244452993.4825664
   1800        0.0111398             3502054856.7393756
   1801        0.0111223             709445102.5526656
   1802        0.0111051             5191969033.9884214
   1803        0.0110882             1389662132.6780677
   1804        0.0110718             1663343202.5878975
   1805        0.0110557             3249630566.9584641
   1806        0.0110400             377307881.7883090
   1807        0.0110249             1966252347.9249909
   1808        0.0110102             2925464641.4924526
   1809        0.0109961             605818289.6741862
   1810        0.0109825             627075071.8031051
   1811        0.0109695             4137101222.8408251
   1812        0.0109572             5157426763.0289278
   1813        0.0109456             401221761.6833427
   1814        0.0109346             520791163.1585110
   1815        0.0109244             773215448.9394220
   1816        0.0109149             42513563.2578376
   1817        0.0109062             4145072516.1391692
   1818        0.0108983             1429518597.1697907
   1819        0.0108912             1437489890.4681351
   1820        0.0108849             741330275.7460438
   1821        0.0108795             1681942884.9507015
   1822        0.0108749             4721662731.3860922
   1823        0.0108713             1009697152.1236439
   1824        0.0108685             2380759597.4389081
   1825        0.0108666             2832466219.6784325
   1826        0.0108656             1206322386.8161430
   1827        0.0108655             2112392723.0613077
   1828        0.0108663             1251493046.8400955
   1829        0.0108681             1020325543.1881033
   1830        0.0108707             1291349515.3318181
   1831        0.0108743             969840685.6319211
   1832        0.0108788             2914836250.4279928
   1833        0.0108842             1929052977.1993830
   1834        0.0108904             61113247.6206416
   1835        0.0108975             4968772823.6347733
   1836        0.0109055             1312606295.4607370
   1837        0.0109144             2000794618.8844841
   1838        0.0109240             3209774100.4667416
   1839        0.0109345             2564099343.3008327
   1840        0.0109458             1740399035.8052285
   1841        0.0109579             138169084.8379723
   1842        0.0109707             3366542870.6675181
   1843        0.0109843             5579905309.8411903
   1844        0.0109985             1838711653.1514778
   1845        0.0110134             2364817012.8422189
   1846        0.0110290             6640087318.5210171
   1847        0.0110452             791815135.3022259
   1848        0.0110619             1631458029.3945193
   1849        0.0110793             983126174.4624954
   1850        0.0110971             1054867814.1475964
   1851        0.0111155             3116775678.6527219
   1852        0.0111343             1671314493.8862422
   1853        0.0111535             3796992706.7781239
   1854        0.0111732             5072399634.5132532
   1855        0.0111932             10535392641.6453896
   1856        0.0112135             4301841284.3399467
   1857        0.0112341             2561442245.5347176
   1858        0.0112549             4498466517.0324450
   1859        0.0112760             1432175694.9359055
   1860        0.0112972             4386868412.8556213
   1861        0.0113187             3111461483.1204920
   1862        0.0113402             1365748252.7830341
   1863        0.0113618             1402947619.5086422
   1864        0.0113834             348079806.3610457
   1865        0.0114051             720073495.6171250
   1866        0.0114267             1384347937.1458380
   1867        0.0114483             2556128050.0024881
   1868        0.0114697             475620501.1345586
   1869        0.0114911             1286035317.7995884
   1870        0.0115123             4004246334.5350823
   1871        0.0115333             959212294.5674616
   1872        0.0115542             2808552337.7833986
   1873        0.0115747             4272613208.9126830
   1874        0.0115951             1291349513.3318181
   1875        0.0116151             1857311339.5142817
   1876        0.0116348             1907796195.0704641
   1877        0.0116542             441078230.1750655
   1878        0.0116732             2109735627.2951927
   1879        0.0116918             4703063045.0232887
   1880        0.0117100             462335010.3039843
   1881        0.0117277             1161151722.7921906
   1882        0.0117451             2635840982.9859333
   1883        0.0117619             4163672200.5019736
   1884        0.0117783             1296663708.8640480
   1885        0.0117942             4304498380.1060610
   1886        0.0118096             5537391743.5833521
   1887        0.0118245             1857311337.5142817
   1888        0.0118388             2271818589.0281987
   1889        0.0118526             4809346957.6678829
   1890        0.0118658             759929962.1088477
   1891        0.0118785             1796198090.8936400
   1892        0.0118907             4676492067.3621407
   1893        0.0119022             2941407226.0891418
   1894        0.0119132             8651510327.4699593
   1895        0.0119236             2819180730.8478580
   1896        0.0119335             2141620800.4885709
   1897        0.0119427             1990166225.8200243
   1898        0.0119514             4681806262.8943691
   1899        0.0119595             988440367.9947251
   1900        0.0119670             79712933.9834456
   1901        0.0119740             5866871866.5815945
   1902        0.0119804             435764034.6428359
   1903        0.0119863             3329343499.9419098
   1904        0.0119916             698816713.4882061
   1905        0.0119963             180682649.0958100
   1906        0.0120006             704130907.0204359
   1907        0.0120043             1947652661.5621870
   1908        0.0120074             2040651083.3762066
   1909        0.0120101             1012354249.8897587
   1910        0.0120123             3063633723.3304248
   1911        0.0120140             2755410382.4611015
   1912        0.0120152             6294664606.9260855
   1913        0.0120160             2516271583.5107656
   1914        0.0120163             3624281351.9806581
   1915        0.0120162             2412644772.6322861
   1916        0.0120157             2540185465.4057989
   1917        0.0120147             4331069357.7672091
   1918        0.0120134             6246836849.1360178
   1919        0.0120117             162082964.7330060
   1920        0.0120096             616446680.7386457
   1921        0.0120072             1139894942.6632719
   1922        0.0120044             1727113548.9746542
   1923        0.0120013             924670023.6079686
   1924        0.0119979             1022982640.9542181
   1925        0.0119942             672245735.8270576
   1926        0.0119902             3624281353.9806581
   1927        0.0119860             4543637181.0563974
   1928        0.0119815             2128335311.6579967
   1929        0.0119767             823700308.4956043
   1930        0.0119718             4347011946.3638983
   1931        0.0119666             6483318548.3202400
   1932        0.0119612             6026297732.5484848
   1933        0.0119557             4426724877.3473444
   1934        0.0119499             1751027426.8696878
   1935        0.0119440             3156632145.1444445
   1936        0.0119380             3528625834.4005237
   1937        0.0119318             2625212591.9214740
   1938        0.0119254             3316058011.1113358
   1939        0.0119190             1028296836.4864478
   1940        0.0119124             358708199.4255051
   1941        0.0119058             7150250087.6150675
   1942        0.0118990             1506574432.3871212
   1943        0.0118922             2117706920.5935373
   1944        0.0118853             1652714809.5234382
   1945        0.0118784             5664932436.3568649
   1946        0.0118713             95655520.5801347
   1947        0.0118643             47827760.7900673
   1948        0.0118572             3703994286.9641042
   1949        0.0118501             3988303747.9383931
   1950        0.0118430             3220402493.5312009
   1951        0.0118358             605818289.6741862
   1952        0.0118287             5441736226.0032177
   1953        0.0118215             2364817010.8422189
   1954        0.0118144             180682647.0958100
   1955        0.0118072             1676628689.4184718
   1956        0.0118001             2744781991.3966422
   1957        0.0117930             1256807242.3723249
   1958        0.0117860             3106147287.5882626
   1959        0.0117789             4915630866.3124771
   1960        0.0117719             45170661.0239525
   1961        0.0117650             8856106853.4608040
   1962        0.0117581             4259327718.0821085
   1963        0.0117512             3074262116.3948841
   1964        0.0117444             1224922069.1789470
   1965        0.0117377             810414819.6650300
   1966        0.0117310             7102422329.8250017
   1967        0.0117244             2197419853.5769825
   1968        0.0117179             1647400615.9912086
   1969        0.0117115             1081438791.8087449
   1970        0.0117051             879499361.5840160
   1971        0.0116988             1692571276.0151610
   1972        0.0116926             478277598.9006734
   1973        0.0116865             21256783.1289188
   1974        0.0116804             2965321105.9841752
   1975        0.0116745             2144277898.2546859
   1976        0.0116686             3719936873.5607934
   1977        0.0116629             5755273762.4047699
   1978        0.0116572             4121158634.2441363
   1979        0.0116517             584561509.5452676
   1980        0.0116462             350736906.1271605
   1981        0.0116409             3828877881.9715023
   1982        0.0116357             2425930261.4628601
   1983        0.0116305             3164603438.4427891
   1984        0.0116255             4466581343.8390665
   1985        0.0116206             4812004055.4339972
   1986        0.0116157             374650784.0221941
   1987        0.0116110             1490631845.7904320
   1988        0.0116064             1666000300.3540125
